id,filename,ident,name,type,frequency_khz,latitude_deg,longitude_deg,elevation_ft,iso_country,dme_frequency_khz,dme_channel,dme_latitude_deg,dme_longitude_deg,dme_elevation_ft,slaved_variation_deg,magnetic_variation_deg,usageType,power,associated_airport
92451,Pierre_VORTAC_US,PIR,Pierre,VORTAC,112500,44.39450073,-100.163002,1790,US,112500,072X,,,,11.001,6.541,LO,MEDIUM,KPIR
92458,Picture_Rocks_NDB_US,PIX,Picture Rocks,NDB,344,41.27679825,-76.71009827,650,US,,,,,,,-11.383,TERMINAL,LOW,KIPT
92460,Point_Lay_NDB_US,PIZ,Point Lay,NDB,362,69.73439789,-163.0130005,20,US,,,,,,,16.164,LO,MEDIUM,PPIZ
92469,Plantation_NDB_US,PJN,Plantation,NDB,242,26.13229942,-80.21890259,,US,,,,,,,-5.348,BOTH,LOW,KFLL
92470,Henry_NDB_US,PJS,Henry,NDB,375,37.13280106,-76.49320221,42,US,,,,,,,-10.331,TERMINAL,LOW,KPHF
92482,Spida_NDB_US,PK,Spida,NDB,269,46.83409882,-94.97519684,1412,US,,,,,,,2.321,TERMINAL,LOW,
92483,Versi_NDB_US,PK,Versi,NDB,388,39.2541008,-81.48490143,797,US,,,,,,,-7.318,TERMINAL,LOW,KPKB
92488,Park_Rapids_VOR-DME_US,PKD,Park Rapids,VOR-DME,110600,46.89820099,-95.07089996,1440,US,110600,043X,,,,4.005,2.368,LO,MEDIUM,
92489,Parker_VORTAC_US,PKE,Parker,VORTAC,117900,34.10200119,-114.6819992,1000,US,117900,126X,,,,15.001,12.21,BOTH,HIGH,
92490,Park_Falls_NDB_US,PKF,Park Falls,NDB,371,45.9530983,-90.42610168,1547,US,,,,,,,-1.303,LO,LOW,
92498,Port_Lavaca_NDB_US,PKV,Port Lavaca,NDB,515,28.65089989,-96.6815033,26,US,,,,,,,4.401,TERMINAL,LOW,
92500,Pickens_NDB_US,PKZ,Pickens,NDB,326,30.43709946,-87.17839813,,US,,,,,,,-1.316,TERMINAL,LOW,KPNS
92506,Palee_NDB_US,PL,Palee,NDB,332,30.39139938,-84.23570251,51,US,,,,,,,-3.361,TERMINAL,LOW,KTLH
92510,Plattsburgh_VORTAC_US,PLB,Plattsburgh,VORTAC,116900,44.68489838,-73.52269745,343,US,116900,116X,,,,-15.003,-14.55,BOTH,HIGH,KPLB
92514,Portland_NDB_US,PLD,Portland,NDB,257,40.45370102,-84.9835968,959,US,,,,,,,-5.014,TERMINAL,LOW,
92519,Point_Lookout_NDB_US,PLK,Point Lookout,NDB,204,36.62760162,-93.22989655,933,US,,,,,,,2.069,TERMINAL,LOW,
92520,Polo_VOR-DME_US,PLL,Polo,VOR-DME,111200,41.96559906,-89.52420044,840,US,111200,049X,,,,3.001,-1.302,LO,MEDIUM,
92521,Pellston_VORTAC_US,PLN,Pellston,VORTAC,111800,45.63059998,-84.66410065,840,US,111800,055X,,,,-6.001,-6.45,LO,MEDIUM,
92526,Platte_Center_NDB_US,PLT,Platte Center,NDB,407,41.4966011,-97.38179779,,US,,,,,,,4.533,TERMINAL,MEDIUM,KOLU
92527,Prahl_NDB_US,PLV,Prahl,NDB,366,45.28340149,-122.7699966,157,US,,,,,,,16.597,LO,LOW,
92528,Palestine_NDB_US,PLX,Palestine,NDB,391,39.01340103,-87.64089966,461,US,,,,,,,-2.321,LO,LOW,
92539,Palmdale_VORTAC_US,PMD,Palmdale,VORTAC,114500,34.63140106,-118.064003,2500,US,114500,092X,,,,15.001,13.121,BOTH,HIGH,KPMD
92541,Portsmouth_NDB_US,PMH,Portsmouth,NDB,373,38.78170013,-82.84490204,,US,,,,,,,-6.209,TERMINAL,LOW,
92543,Pullman_VOR-DME_US,PMM,Pullman,VOR-DME,112100,42.46549988,-86.10579681,640,US,112100,058X,,,,0.001,-4.339,BOTH,HIGH,
92548,Plattsmouth_NDB_US,PMV,Plattsmouth,NDB,329,40.94380188,-95.91249847,1180,US,,,,,,,3.489,LO,LOW,
92549,Plymouth_NDB_US,PMZ,Plymouth,NDB,221,35.80989838,-76.76270294,38,US,,,,,,,-10.014,TERMINAL,LOW,
92557,Ponca_NDB_US,PN,Ponca,NDB,515,36.82500076,-97.10050201,1038,US,,,,,,,4.476,TERMINAL,LOW,
92561,Wenz_NDB_US,PNA,Wenz,NDB,392,42.79710007,-109.8030014,7073,US,,,,,,,12.221,TERMINAL,LOW,
92566,Banks_NDB_US,PND,Banks,NDB,356,45.63029861,-123.0459976,199,US,,,,,,,17.093,LO,LOW,
92567,North_Philadelphia_VOR_US,PNE,North Philadelphia,VOR,112000,40.08209991,-75.0094986,110,US,,,,,,-10.002,-12.223,TERMINAL,LOW,
92571,Panhandle_VORTAC_US,PNH,Panhandle,VORTAC,116600,35.23509979,-101.6989975,3592,US,116600,113X,,,,8.003,7.305,BOTH,HIGH,
92575,Paterson_NDB_US,PNJ,Paterson,NDB,347,40.94649887,-74.15090179,,US,,,,,,,-13.107,TERMINAL,LOW,
92578,Princeton_NDB_US,PNM,Princeton,NDB,368,45.56470108,-93.60759735,979,US,,,,,,,1.287,TERMINAL,LOW,KPNM
92579,Princeton_VOR-DME_US,PNN,Princeton,VOR-DME,114300,45.32920074,-67.70420074,400,US,114300,090X,,,,-21.001,-17.578,LO,MEDIUM,
92584,Pontiac_VOR-DME_US,PNT,Pontiac,VOR-DME,109600,40.82120132,-88.73349762,679,US,109600,033X,,,,3.001,-1.578,BOTH,MEDIUM,
92593,Meier_NDB_US,PO,Meier,NDB,403,41.57509995,-73.96479797,9,US,,,,,,,-13.301,TERMINAL,LOW,KPOU
92596,Pahoa_NDB_US,POA,Pahoa,NDB,332,19.54330063,-154.9750061,,US,,,,,,,9.535,TERMINAL,LOW,PHTO
92597,Pope_TACAN_US,POB,Pope,TACAN,113800,35.16849899,-79.0196991,240,US,113800,085X,,,,-7.001,-8.192,BOTH,MEDIUM,KPOB
92598,Pope_NDB_US,POB,Pope,NDB,338,35.22679901,-78.95439911,272,US,,,,,,,-8.228,TERMINAL,MEDIUM,KPOB
92602,Pocahontas_NDB_US,POH,Pocahontas,NDB,428,42.74689865,-94.64800262,1200,US,,,,,,,2.416,LO,LOW,
92606,Pomona_VORTAC_US,POM,Pomona,VORTAC,110400,34.07839966,-117.7870026,1270,US,110400,041X,,,,15.001,13.012,LO,MEDIUM,
92620,Powell_NDB_US,POY,Powell,NDB,344,44.8667984,-108.7860031,5092,US,,,,,,,12.156,TERMINAL,LOW,
92631,Flick_NDB_US,PP,Flick,NDB,513,41.40169907,-95.89330292,987,US,,,,,,,3.465,TERMINAL,LOW,KOMA
92634,Pampa_NDB_US,PPA,Pampa,NDB,368,35.61270142,-100.9919968,,US,,,,,,,7.086,LO,LOW,
92636,Prospect_Creek_NDB_US,PPC,Prospect Creek,NDB,340,66.81759644,-150.6340027,1099,US,,,,,,,21.525,TERMINAL,LOW,PAPR
92640,Parsons_NDB_US,PPF,Parsons,NDB,258,37.33810043,-95.50869751,900,US,,,,,,,3.418,TERMINAL,LOW,
92642,Hopey_NDB_US,PPI,Hopey,NDB,400,44.87310028,-92.94229889,,US,,,,,,,0.593,TERMINAL,LOW,KSTP
92643,Phillips_VOR-DME_US,PPM,Phillips,VOR-DME,108400,39.46670151,-76.17099762,41,US,108400,021X,,,,-9.001,-11.26,LO,LOW,KAPG
92646,Pittsfield_NDB_US,PPQ,Pittsfield,NDB,344,39.64030075,-90.78279877,702,US,,,,,,,-0.051,LO,LOW,
92652,Excal_NDB_US,PQ,Excal,NDB,278,46.61019897,-68.01869965,,US,,,,,,,-18.24,TERMINAL,LOW,KPQI
92653,Tlott_NDB_US,PQ,Tlott,NDB,209,30.54820061,-88.55319977,,US,,,,,,,-0.349,TERMINAL,LOW,
92656,Mesquite_NDB_US,PQF,Mesquite,NDB,248,32.80939865,-96.52909851,445,US,,,,,,,4.301,TERMINAL,LOW,
92657,Presque_Isle_VOR-DME_US,PQI,Presque Isle,VOR-DME,116400,46.77420044,-68.09449768,590,US,116400,111X,,,,-21.001,-18.267,BOTH,HIGH,KCAR
92658,Pipestone_NDB-DME_US,PQN,Pipestone,NDB-DME,284,43.98609924,-96.29640198,1778,US,109100,028X,,,,,3.56,TERMINAL,LOW,
92676,Paso_Robles_VORTAC_US,PRB,Paso Robles,VORTAC,114300,35.67240143,-120.6269989,820,US,114300,090X,,,,16.001,13.557,LO,MEDIUM,KPRB
92684,Paris_NDB_US,PRG,Paris,NDB,341,39.69839859,-87.67420197,655,US,,,,,,,-2.381,LO,LOW,
92688,Perrine_NDB_US,PRI,Perrine,NDB,367,37.76509857,-90.4292984,916,US,,,,,,,-0.068,TERMINAL,LOW,
92694,Perry_NDB_US,PRO,Perry,NDB,251,41.83060074,-94.16049957,1014,US,,,,,,,2.23,TERMINAL,LOW,
92703,Paris_VOR-DME_US,PRX,Paris,VOR-DME,113600,33.54240036,-95.44830322,510,US,113600,083X,,,,7.008,3.483,LO,MEDIUM,KPRX
92704,Portales_NDB_US,PRZ,Portales,NDB,407,34.15119934,-103.4059982,4044,US,,,,,,,8.181,TERMINAL,LOW,
92713,Dunez_NDB_US,PS,Dunez,NDB,331,46.33810043,-119.0130005,651,US,,,,,,,16.253,TERMINAL,MEDIUM,
92714,Ports_NDB_US,PS,Ports,NDB,275,40.9856987,-78.14459991,,US,,,,,,,-10.323,TERMINAL,LOW,
92721,Philipsburg_VORTAC_US,PSB,Philipsburg,VORTAC,115500,40.91630173,-77.99269867,2440,US,115500,102X,,,,-10.002,-10.374,BOTH,HIGH,
92722,Pasco_VOR-DME_US,PSC,Pasco,VOR-DME,108400,46.26300049,-119.1159973,404,US,108400,021X,,,,20.001,16.256,LO,MEDIUM,
92727,Parshall_NDB_US,PSH,Parshall,NDB,379,47.93610001,-102.137001,1998,US,,,,,,,8.287,TERMINAL,LOW,
92728,Pontiac_VORTAC_US,PSI,Pontiac,VORTAC,111000,42.70090103,-83.53279877,1148,US,111000,047X,,,,-3.001,-6.497,LO,MEDIUM,KPTK
92730,Pulaski_VORTAC_US,PSK,Pulaski,VORTAC,116800,37.08769989,-80.71289825,2120,US,116800,115X,,,,-6.001,-7.338,BOTH,HIGH,
92734,Pease_VORTAC_US,PSM,Pease,VORTAC,116500,43.08449936,-70.83200073,99,US,116500,112X,,,,-16.001,-15.448,LO,MEDIUM,KPSM
92738,Palestine_NDB_US,PSN,Palestine,NDB,375,31.78019905,-95.70110321,,US,,,,,,,4.013,TERMINAL,LOW,
92741,Palm_Springs_VORTAC_US,PSP,Palm Springs,VORTAC,115500,33.86999893,-116.4300003,1600,US,115500,102X,,,,13.001,12.425,BOTH,MEDIUM,KPSP
92743,Prosser_NDB_US,PSS,Prosser,NDB,338,40.68629837,-98.47750092,1974,US,,,,,,,5.411,TERMINAL,MEDIUM,
92746,Palacios_VORTAC_US,PSX,Palacios,VORTAC,117300,28.76440048,-96.30619812,15,US,117300,120X,,,,8.006,4.275,BOTH,HIGH,
92762,Petersburg_NDB_US,PTB,Petersburg,NDB,284,37.13010025,-77.5746994,,US,,,,,,,-9.494,TERMINAL,LOW,KPTB
92765,Potsdam_NDB_US,PTD,Potsdam,NDB,400,44.72340012,-74.88269806,360,US,,,,,,,-14.06,TERMINAL,LOW,
92777,Patterson_NDB_US,PTN,Patterson,NDB,245,29.71459961,-91.33670044,3,US,,,,,,,1.231,TERMINAL,LOW,
92782,Pittsburg_NDB_US,PTS,Pittsburg,NDB,365,37.44250107,-94.72660065,918,US,,,,,,,3.083,TERMINAL,LOW,
92784,Pratt_NDB_US,PTT,Pratt,NDB,356,37.72389984,-98.74700165,1985,US,,,,,,,5.515,TERMINAL,LOW,
92786,Pottstown_VORTAC_US,PTW,Pottstown,VORTAC,116500,40.22230148,-75.56030273,290,US,116500,112X,,,,-9.002,-12.038,BOTH,MEDIUM,
92793,Mertz_NDB_US,PU,Mertz,NDB,302,38.28390121,-104.6470032,,US,,,,,,,9.17,TERMINAL,MEDIUM,KPUB
92794,Pueblo_VORTAC_US,PUB,Pueblo,VORTAC,116700,38.29430008,-104.4290009,4760,US,116700,114X,,,,13.001,9.102,BOTH,HIGH,
92795,Carbon_VOR-DME_US,PUC,Carbon,VOR-DME,115500,39.60319901,-110.7539978,5891,US,115500,102X,,,,14.001,12.109,LO,HIGH,
92797,Puff_NDB_US,PUF,Puff,NDB,345,43.35110092,-94.7378006,1300,US,,,,,,,2.426,TERMINAL,LOW,
92801,Marshall_NDB_US,PUR,Marshall,NDB,371,39.04199982,-93.1957016,779,US,,,,,,,1.531,TERMINAL,LOW,
92803,Putnam_VOR-DME_US,PUT,Putnam,VOR-DME,117400,41.95550156,-71.84410095,650,US,117400,121X,,,,-14.001,-14.496,BOTH,HIGH,
92804,Pulliam_NDB_US,PUU,Pulliam,NDB,379,35.14189911,-111.6709976,6994,US,,,,,,,11.419,TERMINAL,LOW,KFLG
92805,Pullman_VOR-DME_US,PUW,Pullman,VOR-DME,109000,46.67430115,-117.223999,2720,US,109000,027X,,,,20.001,16.056,LO,MEDIUM,
92807,Rench_NDB_US,PV,Rench,NDB,335,41.64179993,-71.49469757,,US,,,,,,,-14.54,TERMINAL,LOW,KPVD
92808,Naada_NDB_US,PV,Naada,NDB,336,39.49810028,-74.67250061,54,US,,,,,,,-12.24,TERMINAL,LOW,KACY
92809,Platteville_NDB_US,PVB,Platteville,NDB,203,42.68799973,-90.43650055,1020,US,,,,,,,-0.509,TERMINAL,LOW,
92810,Provincetown_NDB_US,PVC,Provincetown,NDB,389,42.06890106,-70.22360229,43,US,,,,,,,-15.404,TERMINAL,LOW,
92811,Providence_VORTAC_US,PVD,Providence,VORTAC,115600,41.72430038,-71.42960358,49,US,115600,103X,,,,-14.001,-14.577,BOTH,HIGH,KPVD
92812,Portsmouth_NDB_US,PVG,Portsmouth,NDB,241,36.78010178,-76.44550323,23,US,,,,,,,-10.293,TERMINAL,LOW,
92815,Pauls_Valley_NDB_US,PVJ,Pauls Valley,NDB,384,34.7154007,-97.22889709,960,US,,,,,,,4.543,LO,LOW,
92818,Put_River_NDB_US,PVQ,Put River,NDB,376,70.22270203,-148.4160004,,US,,,,,,,24.281,BOTH,MEDIUM,PASC
92821,Provo_VOR-DME_US,PVU,Provo,VOR-DME,108400,40.21490097,-111.7210007,4493,US,108400,021X,,,,15.001,12.396,LO,LOW,
92822,Plainview_VOR-DME_US,PVW,Plainview,VOR-DME,112900,34.08620071,-101.7900009,3400,US,112900,076X,,,,11.012,7.295,LO,MEDIUM,
92831,Orham_NDB_US,PW,Orham,NDB,394,43.65240097,-70.44100189,,US,,,,,,,-16.089,TERMINAL,LOW,KPWM
92832,Wiley_Post_VOR-DME_US,PWA,Wiley Post,VOR-DME,113400,35.53290176,-97.64720154,1270,US,113400,081X,,,,8.001,5.096,LO,LOW,
92833,Pine_River_NDB_US,PWC,Pine River,NDB,330,46.72710037,-94.3844986,1292,US,,,,,,,2.008,LO,LOW,
92834,Plentywood_NDB_US,PWD,Plentywood,NDB,251,48.79000092,-104.5270004,,US,,,,,,,10.174,LO,LOW,
92835,Pawnee_City_VORTAC_US,PWE,Pawnee City,VORTAC,112400,40.20040131,-96.20629883,1360,US,112400,071X,,,,5.008,4.042,BOTH,HIGH,
92836,Sportys_NDB_US,PWF,Sportys,NDB,245,39.0766983,-84.2154007,849,US,,,,,,,-5.196,TERMINAL,LOW,
92838,Pawling_VOR-DME_US,PWL,Pawling,VOR-DME,114300,41.76979828,-73.60050201,1250,US,114300,090X,,,,-12.001,-13.47,LO,MEDIUM,
92839,Kitsap_NDB_US,PWT,Kitsap,NDB,206,47.49229813,-122.7570038,492,US,,,,,,,17.432,LO,LOW,KPWT
92842,Panoche_VORTAC_US,PXN,Panoche,VORTAC,112600,36.71549988,-120.7789993,2060,US,112600,073X,,,,16.001,14.129,LO,MEDIUM,
92843,Phoenix_VORTAC_US,PXR,Phoenix,VORTAC,115600,33.43299866,-111.9700012,1182,US,115600,103X,,,,12.001,11.295,BOTH,HIGH,P18
92844,Patuxent_VORTAC_US,PXT,Patuxent,VORTAC,117600,38.28779984,-76.40019989,20,US,117600,123X,,,,-10.001,-10.561,BOTH,MEDIUM,KNHK
92845,Pocket_City_VORTAC_US,PXV,Pocket City,VORTAC,113300,37.92829895,-87.76239777,430,US,113300,080X,,,,3.001,-2.168,BOTH,HIGH,KEVV
92853,Penn_Yan_NDB_US,PYA,Penn Yan,NDB,260,42.64400101,-77.05609894,977,US,,,,,,,-11.517,LO,LOW,
92854,Pitsand_NDB_US,PYC,Pitsand,NDB,290,70.32800293,-149.6349945,67,US,,,,,,,24.002,TERMINAL,LOW,PAKU
92855,Point_Reyes_VORTAC_US,PYE,Point Reyes,VORTAC,113700,38.07979965,-122.8679962,1340,US,113700,084X,,,,17.001,14.54,BOTH,HIGH,
92856,Pageland_NDB_US,PYG,Pageland,NDB,270,34.74499893,-80.33809662,569,US,,,,,,,-7.169,TERMINAL,LOW,
92857,Perryton_NDB_US,PYX,Perryton,NDB,266,36.41230011,-100.7480011,,US,,,,,,,7.024,TERMINAL,LOW,
92864,Pecan_VORTAC_US,PZD,Pecan,VORTAC,116100,31.65519905,-84.29309845,280,US,116100,108X,,,,-2.001,-3.47,BOTH,HIGH,KABY
92865,Rogers_City_NDB_US,PZQ,Rogers City,NDB,215,45.40470123,-83.82029724,665,US,,,,,,,-7.258,TERMINAL,LOW,
92955,Ranch_NDB_US,RA,Ranch,NDB,254,43.96480179,-102.9990005,2994,US,,,,,,,8.498,TERMINAL,MEDIUM,KRAP
92956,Paser_NDB_US,RA,Paser,NDB,206,42.68249893,-87.89949799,710,US,,,,,,,-3.034,TERMINAL,LOW,
92962,Riverside_VOR_US,RAL,Riverside,VOR,112400,33.95199966,-117.4489975,762,US,,,,,,15.001,12.564,TERMINAL,LOW,KRAL
92967,Rapid_City_VORTAC_US,RAP,Rapid City,VORTAC,112300,43.97600174,-103.012001,3160,US,112300,070X,,,,13.001,8.503,BOTH,HIGH,KRCA
92969,Ravine_VORTAC_US,RAV,Ravine,VORTAC,114600,40.55339813,-76.59940338,1750,US,114600,093X,,,,-11.002,-11.288,BOTH,MEDIUM,
92976,Robinson_VOR-DME_US,RBA,Robinson,VOR-DME,108200,39.85079956,-95.42310333,1126,US,108200,019X,,,,4.007,3.305,LO,MEDIUM,
92979,Redbird_NDB_US,RBD,Redbird,NDB,287,32.67689896,-96.87110138,670,US,,,,,,,4.426,TERMINAL,MEDIUM,
92981,Rock_Co_NDB_US,RBE,Rock Co,NDB,341,42.57360077,-99.57779694,2345,US,,,,,,,6.276,TERMINAL,LOW,
92983,Roseburg_VOR-DME_US,RBG,Roseburg,VOR-DME,108200,43.18239975,-123.3519974,1320,US,108200,019X,,,,20.001,16.262,BOTH,MEDIUM,
92985,Robles_NDB_US,RBJ,Robles,NDB,220,32.07400131,-111.3600006,2607,US,,,,,,,11.048,TERMINAL,LOW,
92986,Red_Bluff_VORTAC_US,RBL,Red Bluff,VORTAC,115700,40.09889984,-122.2360001,322,US,115700,104X,,,,18.001,15.193,BOTH,HIGH,KRBL
92990,Roberts_VOR-DME_US,RBS,Roberts,VOR-DME,116800,40.58169937,-88.16429901,780,US,116800,115X,,,,2.001,-2.238,BOTH,MEDIUM,
92995,Robbinsville_VORTAC_US,RBV,Robbinsville,VORTAC,113800,40.20240021,-74.49500275,250,US,113800,085X,,,,-10.002,-12.437,BOTH,HIGH,KNEL
92997,Walterboro_NDB_US,RBW,Walterboro,NDB,221,32.92580032,-80.64019775,98,US,,,,,,,-6.397,TERMINAL,LOW,
92998,Wright_Brothers_VOR-DME_US,RBX,Wright Brothers,VOR-DME,111600,35.92050171,-75.69689941,10,US,111600,053X,35.9205,-75.6971,10,-8.001,-10.447,LO,LOW,KMQI
93004,Ellsworth_TACAN_US,RCA,Ellsworth,TACAN,108800,44.13899994,-103.1019974,3200,US,108800,025X,,,,11.001,8.545,BOTH,MEDIUM,KRCA
93010,Rusk_County_NDB_US,RCX,Rusk County,NDB,356,45.50180054,-91.00109863,1241,US,,,,,,,-0.526,TERMINAL,LOW,
93011,Roscoe_NDB_US,RCZ,Roscoe,NDB,375,34.85269928,-79.6937027,350,US,,,,,,,-7.461,LO,LOW,
93018,Bodey_NDB_US,RD,Bodey,NDB,411,44.30799866,-121.0189972,3009,US,,,,,,,16.211,LO,MEDIUM,KRDM
93019,Lassn_NDB_US,RD,Lassn,NDB,367,40.39279938,-122.2949982,,US,,,,,,,15.271,TERMINAL,LOW,KRDD
93020,Greon_NDB_US,RD,Greon,NDB,382,35.7969017,-78.88269806,,US,,,,,,,-8.342,TERMINAL,LOW,
93021,Shapp_NDB_US,RD,Shapp,NDB,356,40.30649948,-75.94960022,,US,,,,,,,-11.502,TERMINAL,LOW,KRDG
93023,Redding_VOR-DME_US,RDD,Redding,VOR-DME,108400,40.50460052,-122.2919998,490,US,108400,021X,,,,18.001,15.286,LO,LOW,KRDD
93026,Red_Oak_NDB_US,RDK,Red Oak,NDB,230,41.01610184,-95.25330353,1040,US,,,,,,,3.185,LO,LOW,
93028,Red_River_TACAN_US,RDR,Red River,TACAN,116400,47.9571991,-97.40579987,951,US,116400,111X,,,,6.001,4.356,BOTH,HIGH,KRDR
93030,Raleigh-Durham_VORTAC_US,RDU,Raleigh-Durham,VORTAC,117200,35.87250137,-78.78330231,429,US,117200,119X,,,,-4.001,-8.395,BOTH,HIGH,KRDU
93032,Sardy_TACAN_US,RDY,Sardy,TACAN,114300,39.2132988,-106.8580017,8000,US,114300,090X,,,,13.001,10.279,BOTH,MEDIUM,
93040,Revloc_VOR-DME_US,REC,Revloc,VOR-DME,110600,40.54650116,-78.74700165,2340,US,110600,043X,,,,-9.002,-9.578,LO,MEDIUM,
93045,Warren_NDB_US,REN,Warren,NDB,226,33.54710007,-92.09600067,180,US,,,,,,,1.337,TERMINAL,LOW,
93046,Rome_VORTAC_US,REO,Rome,VORTAC,112500,42.59049988,-117.8679962,4050,US,112500,072X,,,,19.001,15.078,BOTH,HIGH,
93054,Gilmy_NDB_US,RF,Gilmy,NDB,275,42.11449814,-89.09860229,,US,,,,,,,-1.539,TERMINAL,LOW,KRFD
93055,Rockford_VOR-DME_US,RFD,Rockford,VOR-DME,110800,42.2256012,-89.19930267,860,US,110800,045X,,,,1.001,-1.499,LO,MEDIUM,KRFD
93056,Rutherford_NDB_US,RFE,Rutherford,NDB,344,35.34899902,-81.95290375,925,US,,,,,,,-6.141,TERMINAL,LOW,
93071,Gally_NDB_US,RG,Gally,NDB,350,35.29510117,-97.58869934,1198,US,,,,,,,5.075,TERMINAL,HIGH,
93075,Red_Wing_NDB_US,RGK,Red Wing,NDB,394,44.58890152,-92.49210358,782,US,,,,,,,0.38,TERMINAL,LOW,
93079,Arsha_NDB_US,RH,Arsha,NDB,272,45.62810135,-89.61889648,,US,,,,,,,-2.109,TERMINAL,MEDIUM,KRHI
93081,Rhinelander_VORTAC_US,RHI,Rhinelander,VORTAC,109200,45.63380051,-89.45780182,1590,US,109200,029X,,,,2.001,-2.2,LO,MEDIUM,KRHI
93082,Zephyrhills_NDB_US,RHZ,Zephyrhills,NDB,253,28.22710037,-82.15709686,80,US,,,,,,,-4.398,TERMINAL,LOW,
93089,Richmond_VORTAC_US,RIC,Richmond,VORTAC,114100,37.50230026,-77.32029724,159,US,114100,088X,,,,-9.001,-10.058,BOTH,HIGH,KRIC
93092,Richmond_VORTAC_US,RID,Richmond,VORTAC,110600,39.75510025,-84.83879852,1135,US,110600,043X,,,,-3.001,-4.587,LO,MEDIUM,
93094,Rice_Lake_NDB_US,RIE,Rice Lake,NDB,407,45.479599,-91.72070313,1140,US,,,,,,,-0.127,TERMINAL,LOW,
93095,Rifle_VOR-DME_US,RIL,Rifle,VOR-DME,110600,39.52809906,-107.7160034,5529,US,110600,043X,,,,12.001,10.543,LO,MEDIUM,
93101,Riverside_VOR-DME_US,RIS,Riverside,VOR-DME,111400,39.12039948,-94.59660339,740,US,111400,051X,,,,5.001,2.563,TERMINAL,LOW,KMKC
93103,March_TACAN_US,RIV,March,TACAN,113000,33.90650177,-117.2750015,1540,US,113000,077X,,,,14.001,12.537,BOTH,MEDIUM,KRIV
93106,Riverton_VOR-DME_US,RIW,Riverton,VOR-DME,108800,43.06570053,-108.4560013,5450,US,108800,025X,,,,16.001,11.475,LO,MEDIUM,
93122,Waley_NDB_US,RK,Waley,NDB,249,36.59930038,-76.64910126,90,US,,,,,,,-10.183,LO,LOW,
93123,Rockdale_VOR-DME_US,RKA,Rockdale,VOR-DME,112600,42.46630096,-75.23919678,2032,US,112600,073X,,,,-11.001,-13.01,BOTH,MEDIUM,
93127,Rockport_NDB_US,RKP,Rockport,NDB,391,28.09049988,-97.04660034,24,US,,,,,,,4.526,TERMINAL,LOW,
93132,Bracy_NDB_US,RL,Bracy,NDB,399,44.46020126,-69.73490143,335,US,,,,,,,-16.472,TERMINAL,LOW,
93133,Riboo_NDB_US,RL,Riboo,NDB,260,46.37049866,-119.2590027,395,US,,,,,,,16.346,TERMINAL,MEDIUM,
93134,Kremmling_VOR-DME_US,RLG,Kremmling,VOR-DME,113800,40.00260162,-106.4420013,9370,US,113800,085X,,,,14.001,10.22,LO,HIGH,
93136,Worland_VOR-DME_US,RLY,Worland,VOR-DME,114800,43.96409988,-107.9509964,4190,US,114800,095X,,,,13.007,11.412,LO,MEDIUM,KWRL
93141,Noxks_NDB_US,RM,Noxks,NDB,334,44.09349823,-69.21900177,,US,,,,,,,-16.521,LO,LOW,
93145,Rome_VORTAC_US,RMG,Rome,VORTAC,115400,34.16260147,-85.11940002,1150,US,115400,101X,,,,1.001,-3.374,BOTH,HIGH,
93157,Warri_NDB_US,RN,Warri,NDB,209,35.75249863,-85.76409912,992,US,,,,,,,-3.253,TERMINAL,LOW,
93158,Huggy_NDB_US,RN,Huggy,NDB,416,39.30199814,-94.85109711,,US,,,,,,,3.07,TERMINAL,LOW,KFLV
93159,Rainbow_NDB_US,RNB,Rainbow,NDB,363,39.41830063,-75.1352005,,US,,,,,,,-12.052,TERMINAL,MEDIUM,KMIV
93160,Randolph_VORTAC_US,RND,Randolph,VORTAC,112300,29.51919937,-98.28520203,773,US,112300,070X,,,,9.012,5.315,TERMINAL,LOW,KRND
93163,New_Richmond_NDB_US,RNH,New Richmond,NDB,257,45.14730072,-92.53340149,994,US,,,,,,,0.349,TERMINAL,LOW,
93164,Rainelle_VOR_US,RNL,Rainelle,VOR,116600,37.97529984,-80.8065033,3350,US,,,,,,-4.001,-7.429,LO,MEDIUM,
93165,Renton_NDB_US,RNT,Renton,NDB,353,47.49539948,-122.2149963,20,US,,,,,,,17.37,LO,LOW,KRNT
93166,Renova_NDB_US,RNV,Renova,NDB,272,33.80709839,-90.76260376,175,US,,,,,,,0.357,TERMINAL,LOW,KRNV
93167,Chocowinity_NDB_US,RNW,Chocowinity,NDB,388,35.50960159,-77.1065979,40,US,,,,,,,-9.431,TERMINAL,LOW,
93176,Roeby_NDB_US,RO,Roeby,NDB,394,33.60760117,-86.67880249,,US,,,,,,,-2.219,TERMINAL,LOW,KBHM
93177,Breit_NDB_US,RO,Breit,NDB,400,43.12649918,-77.55380249,,US,,,,,,,-11.408,TERMINAL,LOW,KROC
93178,Rogrs_NDB_US,RO,Rogrs,NDB,263,36.46120071,-94.06950378,,US,,,,,,,2.438,TERMINAL,LOW,
93179,Topan_NDB_US,RO,Topan,NDB,305,33.36529922,-104.4420013,,US,,,,,,,8.43,TERMINAL,LOW,
93181,Roanoke_VORTAC_US,ROA,Roanoke,VORTAC,109400,37.34339905,-80.07039642,3060,US,109400,031X,,,,-4.001,-8.061,LO,MEDIUM,KROA
